Botswana,52.77,,71.89,6.923333333333333,61,9.700000000000001,20.866666666666664,,,,60.89666666666667,,0.19 [0.02-2.01],,,0.37,,55.0,24.566666666666666,70.33333333333333,356 [230-508],99.7,1.18,156 [136-179],257169,,,
Brazil,64.70333333333333,91.08,87.0,7.94,78,6.533333333333334,17.099999999999998,45.925,,,75.14666666666666,,0.07 [0.05-0.11],,,3.88,,95.0,18.5,78.42,43 [36-49],99.1,0.20333333333333334,63 [62-64],11067291,,,
Brunei Darussalam,65.71666666666665,66.43,99.9,0.4566666666666666,83,4.433333333333334,17.0,,17.81,,74.42666666666666,,0.34 [0.2-0.56],,,,,95.0,15.733333333333333,96.35,59 [50-68],100.0,0.33666666666666667,30 [21-43],9239,2.27,1.71,
Bulgaria,65.93333333333334,48.16,98.24,12.516666666666666,64,11.533333333333333,23.900000000000002,64.66499999999999,40.33,,74.58666666666666,,0.31 [0.19-0.5],,,,,,40.5,85.49000000000001,28 [22-36],99.8,0.6266666666666666,10 [7-14],318,10.48,,
Burkina Faso,53.32333333333333,6.7,37.09,11.946666666666665,38,7.733333333333333,21.96666666666667,,0.66,,60.870000000000005,,4.29 [3.03-5.77],,13.61,400.1,,8.0,17.4,23.38333333333333,52 [34-74],79.8,3.033333333333333,343 [241-471],11658638,,0.14,
Burundi,53.96333333333333,6.66,55.56,7.12,43,8.933333333333334,22.833333333333332,,0.5,,62.050000000000004,,2.59 [1.42-4.55],,10.48,165.5,,5.0,13.633333333333335,44.78666666666667,122 [79-174],,5.32,568 [439-733],5601304,,,
Cabo Verde,65.25333333333333,9.49,72.87,5.969999999999999,67,11.066666666666668,17.533333333333335,,7.81,,74.88333333333334,,0.71 [0.35-1.42],,,0.051,,75.0,,68.61333333333333,64 [49-81],91.4,0.51,61 [48-76],136792,,,
Cambodia,60.69,5.89,69.86,6.486666666666667,55,5.333333333333333,21.566666666666666,,,,69.08666666666666,,0.56 [0.37-0.79],,71.3,19.94,,17.0,24.766666666666666,62.38666666666666,366 [237-523],,0.65,178 [134-239],5610240,,,
Cameroon,51.79333333333333,,39.05,6.186666666666667,43,12.299999999999999,21.8,,,,59.129999999999995,,1.9 [1.34-2.61],,8.903333333333334,254.5,,23.0,9.4,37.71333333333333,212 [137-303],,3.25,554 [404-796],20630132,,,
Canada,71.13666666666667,98.19,98.77,8.93,88,12.566666666666668,10.033333333333333,82.28,,,81.74,,1.03 [0.72-1.42],,,,,95.0,20.0,99.22666666666667,5.2 [4.5-6],97.9,0.3066666666666667,11 [8-14],0,,,
Central African Republic,44.19,2.06,33.75,2.4466666666666668,32,8.1,23.766666666666666,,0.72,,50.583333333333336,,6.62 [5.12-8.62],,,379.9,,5.0,,27.776666666666667,540 [349-771],,3.47,912 [523-1580],4096089,,0.045,
Chad,50.53666666666667,2.53,29.77,1.4566666666666668,27,8.866666666666667,24.099999999999998,,0.49,,57.919999999999995,,3.08 [0.29-26.2],,8.583333333333334,167.3,,5.0,12.200000000000001,13.976666666666667,144 [93-206],24.3,3.67,1160 [880-1570],6328205,,0.056,
Chile,69.41333333333334,109.8,98.16,9.316666666666666,66,10.933333333333332,12.566666666666668,77.325,21.47,,79.77,,0.28 [0.11-0.57],,,,,95.0,45.86666666666667,99.32000000000001,16 [14-19],99.7,0.21,14 [13-16],40,10.04,4.43,
China,68.08666666666666,22.91,84.21,7.093333333333334,76,9.6,17.333333333333332,63.54,17.73,,76.78666666666668,,0.83 [0.56-1.18],,,0.0001,,60.0,25.333333333333332,81.05333333333334,65 [55-75],99.9,1.383333333333333,30 [24-36],26100630,,2.99,
Colombia,68.28,11.65,84.64,5.843333333333334,76,8.333333333333334,16.03333333333333,16.075,19.74,,78.33,,0.21 [0.13-0.33],,57.593333333333334,6.94,,90.0,8.933333333333334,83.89999999999999,31 [24-39],99.1,0.3666666666666667,85 [74-98],3846506,9.74,,
Comoros,58.19,,76.91,0.88,49,6.766666666666667,23.03333333333333,,,,66.45333333333333,,1.96 [0.15-18.01],,16.03,1.67,,6.0,21.8,37.71,35 [22-49],,2.43,285 [178-447],525978,,,
Congo,54.89333333333334,7.93,41.39,7.916666666666667,40,6.099999999999999,16.96666666666667,,,,63.086666666666666,,4.11 [2.53-6.57],,45.22,226.7,,26.0,15.0,16.923333333333336,379 [246-542],91.2,1.3,416 [306-560],1346327,,,
Costa Rica,70.05,26.58,98.8,4.77,76,7.8999999999999995,11.6,,13.79,,80.80333333333333,,0.17 [0.02-1.73],,83.62333333333333,0.0,,94.0,10.800000000000002,96.65333333333332,11 [8.4-14],90.0,0.29,28 [25-32],18569,1.45,7.26,
Croatia,67.87,61.92,99.57,9.233333333333334,60,18.0,17.266666666666666,61.31999999999999,31.73,,77.53666666666668,,0.11 [0.07-0.17],,,,,87.0,36.300000000000004,96.36333333333334,13 [11-15],99.9,0.18666666666666668,8 [6-11],11,7.91,7.19,
Cuba,68.05666666666667,,89.67,5.676666666666667,81,13.700000000000001,16.566666666666666,41.445,77.69,,77.93333333333334,,0.12 [0.05-0.25],,83.07,,,,29.399999999999995,92.66000000000001,7.1 [6.1-8.2],99.9,0.32,38 [35-41],43862,,,
Cyprus,71.62,40.35,99.55,10.783333333333331,75,4.8999999999999995,11.5,80.91499999999999,26.24,,82.00666666666667,,0.6 [0.37-0.98],,,,,95.0,37.53333333333333,99.15333333333332,6.2 [5.3-7.2],97.1,0.10133333333333333,7 [4-11],3,7.55,6.46,
Czechia,68.27333333333333,83.71,99.82,14.373333333333335,74,13.766666666666666,15.6,91.51333333333334,39.52,,78.44333333333333,,0.39 [0.23-0.63],,,,,95.0,32.06666666666667,99.16000000000001,5.5 [4.7-6.4],,0.3033333333333333,4 [2-5],3,7.98,6.57,
Côte d’Ivoire,52.626666666666665,4.69,57.58,2.5866666666666664,46,14.366666666666665,29.366666666666664,,,,60.379999999999995,,3.04 [2.01-4.39],,19.26,320.0,12.403333333333334,23.0,13.800000000000002,30.680000000000003,159 [103-227],,4.0,658 [464-930],18738388,,,
Democratic People's Republic of Korea,64.24666666666667,,91.62,3.8733333333333335,70,11.466666666666667,26.099999999999998,8.99,,,71.65333333333334,,0.53 [0.04-6.89],,,0.75,,9.0,19.166666666666668,80.40333333333334,513 [446-584],,1.9433333333333334,91 [40-204],6082191,,,
Democratic Republic of the Congo,52.449999999999996,9.48,22.34,2.06,39,5.6000000000000005,19.400000000000002,,,,60.47333333333333,,1.43 [0.98-2.01],,4.66,308.8,,5.0,,20.683333333333334,324 [210-463],,3.263333333333333,490 [360-690],52564709,,,
Denmark,70.51666666666667,102.4,100.0,10.406666666666666,82,11.933333333333332,11.700000000000001,94.54,39.26,,80.58,,0.79 [0.57-1.06],,,,,95.0,20.833333333333332,99.59999999999998,6.5 [5.5-7.5],95.4,0.16,4 [3-5],0,7.6,5.15,
Djibouti,57.01,,47.96,0.49333333333333335,44,6.366666666666667,19.533333333333335,30.816666666666666,,,64.7,,0.64 [0.07-5.19],,,13.82,,6.0,,50.97666666666667,367 [281-465],,2.3366666666666664,247 [120-518],108810,,,
Dominican Republic,63.28333333333333,14.55,89.36,6.6433333333333335,74,9.666666666666666,19.099999999999998,,,,71.85666666666667,,0.34 [0.03-3.33],,51.74666666666667,0.14,,88.0,10.5,80.79333333333334,55 [42-69],99.6,0.38000000000000006,94 [89-100],989731,,,
Ecuador,67.5,25.12,81.88,4.996666666666667,76,9.6,13.4,44.06,20.65,,77.2,,0.32 [0.04-3.01],,79.87666666666667,1.31,,94.0,,85.18333333333334,39 [30-50],94.2,0.65,63 [58-69],1943932,5.28,0.42,
Egypt,62.02,19.41,98.57,0.39999999999999997,65,3.766666666666667,28.166666666666668,64.485,8.22,,70.53333333333333,,0.8 [0.54-1.1],,88.67666666666666,0.0,,95.0,21.3,94.3,15 [13-16],,0.21999999999999997,39 [30-48],1640557,1.83,3.96,
El Salvador,63.373333333333335,17.58,89.25,3.7266666666666666,75,14.366666666666667,14.200000000000001,,,,73.13,,0.57 [0.05-6.59],,89.74333333333334,0.002,,86.0,13.566666666666668,85.35333333333334,48 [37-61],99.9,0.24,48 [39-58],702992,,,
Equatorial Guinea,52.78333333333333,,30.78,8.636666666666667,40,15.966666666666667,22.0,,,,61.080000000000005,,8.66 [6.75-11.2],,23.793333333333333,339.5,,24.0,,64.44333333333334,172 [150-194],,1.9833333333333332,296 [181-488],466357,,,
Eritrea,54.163333333333334,11.85,27.8,1.43,38,8.1,24.233333333333334,,,,62.379999999999995,,0.74 [0.49-1.05],,,19.2,,9.0,7.933333333333334,13.13,102 [47-178],,4.386666666666667,518 [363-752],1441264,,,
Estonia,68.13666666666667,63.52,99.19,12.78,75,16.233333333333334,17.4,96.59666666666665,34.15,,77.44666666666666,,0.36 [0.06-2.81],,,,,95.0,32.06666666666667,99.16000000000001,18 [15-21],99.5,0.5033333333333333,10 [7-15],12,9.42,7.21,
Eswatini,47.13666666666666,36.01,59.37,10.066666666666668,60,13.200000000000001,26.933333333333334,,,,54.336666666666666,,0.85 [0.07-8.34],,29.516666666666666,0.51,,48.0,10.799999999999999,56.52333333333333,648 [408-943],,3.3466666666666662,435 [260-758],331005,,,
Ethiopia,58.32666666666666,,29.11,2.1999999999999997,39,7.199999999999999,18.433333333333334,3.54,,,66.83333333333333,,2.61 [1.9-3.37],,11.726666666666667,52.77,5.576666666666667,5.0,4.9,9.976666666666667,192 [142-250],,2.966666666666667,446 [339-607],75106161,,,
Fiji,59.61333333333334,30.18,88.84,3.3166666666666664,64,4.966666666666667,30.666666666666668,,8.6,,67.89333333333333,,0.34 [0.21-0.52],,,,,29.0,27.433333333333334,94.50666666666666,52 [40-66],99.9,0.4466666666666666,35 [29-43],898821,0.74,1.09,
Finland,70.71333333333332,8.7,100.0,11.273333333333333,79,14.466666666666667,10.5,99.2,33.31,,81.19666666666666,,1.05 [0.11-10.74],,,,,95.0,20.933333333333334,99.45,5.6 [4.8-6.5],99.9,0.22999999999999998,3 [2-4],2,,,
France,71.68,106.0,100.0,12.756666666666668,78,18.066666666666666,10.799999999999999,88.45,32.24,,81.87333333333333,,0.01 [0.01-0.01],,,,,95.0,34.53333333333333,98.71,8.4 [7.4-9.5],97.7,0.4666666666666666,8 [7-10],222,6.61,10.9,
Gabon,56.339999999999996,,55.05,9.446666666666667,51,7.233333333333333,14.800000000000002,,,,65.04333333333334,,4.16 [2.99-5.67],,,284.4,,86.0,,44.46,537 [348-767],,0.9666666666666667,261 [176-408],1560166,,,
Gambia,55.86666666666667,15.45,63.37,3.7099999999999995,45,5.233333333333333,20.6,,1.02,,64.2,,1.17 [0.8-1.73],,7.033333333333332,195.0,0.19999999999999998,5.0,15.333333333333334,38.03666666666667,173 [128-223],,1.9633333333333332,625 [471-821],171850,0.081,0.024,
Georgia,64.2,40.17,95.26,9.873333333333333,66,8.266666666666667,25.233333333333334,20.41,50.06,,72.58333333333333,,0.26 [0.16-0.42],,,0.0,,75.0,30.400000000000002,89.95666666666666,99 [80-120],99.9,0.8233333333333334,27 [24-31],65,6.14,0.78,
Germany,70.06666666666666,129.1,100.0,13.163333333333334,82,13.833333333333334,12.533333333333333,95.94333333333333,41.34,,80.41666666666667,,0.24 [0.15-0.37],,,,,95.0,28.933333333333334,99.16666666666667,7.3 [6.9-7.7],98.8,0.14,5 [4-6],867,8.56,6.43,
Ghana,56.54333333333333,20.02,66.04,3.146666666666667,46,5.3,20.8,,,,64.64333333333333,,3.61 [2.5-5],,40.72333333333333,277.2,,23.0,4.033333333333333,16.83,160 [77-273],,1.6500000000000001,320 [237-429],15536903,,,
Greece,70.42666666666666,35.01,100.0,10.58,74,4.833333333333333,12.366666666666667,91.81,52.53,,80.39,,0.37 [0.25-0.52],,,,,95.0,40.56666666666667,98.77666666666666,4.7 [4-5.5],99.94,0.24,3 [2-4],81,12.48,10.6,
Grenada,63.89333333333334,,95.63,9.09,69,1.0666666666666667,21.7,,,,72.76333333333334,,0.47 [0.06-4.35],,,,,91.0,,91.49,5.2 [4.5-6.1],99.0,0.34,25 [16-38],25,,,
Guatemala,61.46666666666666,0.54,88.97,2.59,57,3.0999999999999996,14.9,,,,70.93666666666667,,0.05 [0.03-0.08],,76.57333333333334,0.65,,45.0,,64.98333333333333,26 [20-32],65.5,1.1733333333333333,103 [97-109],3321447,,,
Guinea,51.49666666666667,4.17,49.72,1.07,34,6.3999999999999995,22.599999999999998,,0.86,,58.72,,7.47 [3.7-13.98],,18.723333333333333,356.6,,5.0,,22.77,177 [114-252],,3.0833333333333335,699 [539-915],7973039,,0.12,
Guinea-Bissau,50.903333333333336,5.55,52.76,5.113333333333334,40,3.9333333333333336,19.833333333333332,,2.04,,58.19,,2.12 [0.18-20.45],,6.586666666666667,79.77,,5.0,,21.293333333333333,361 [234-516],,2.2066666666666666,694 [484-1000],1731541,,,
Guyana,57.25,6.97,100.0,7.3566666666666665,70,29.0,30.599999999999998,,,,65.70666666666666,,0.95 [0.06-14.69],,76.63666666666667,23.49,,71.0,13.766666666666666,86.55666666666667,93 [71-118],95.8,0.7200000000000001,172 [138-214],747901,,,
Haiti,54.6,2.82,42.42,2.716666666666667,47,11.733333333333334,26.766666666666666,,0.85,,62.61000000000001,,2.04 [1.26-3.1],,23.21666666666667,3.44,,5.0,8.766666666666667,32.19,194 [154-238],,2.69,488 [359-671],9831829,0.058,,
Honduras,61.34,6.7,87.31,3.51,66,2.8333333333333335,14.066666666666668,34.44,,,69.83999999999999,,0.25 [0.02-2.82],,83.88666666666667,0.59,,51.0,,78.82666666666667,40 [31-50],72.0,0.38666666666666666,67 [60-74],2399777,,,
Hungary,66.54,66.85,100.0,11.87,73,20.666666666666668,23.599999999999998,96.23333333333333,31.18,,75.48666666666666,,0.44 [0.18-0.97],,,,,95.0,31.899999999999995,98.11,10 [8.6-12],99.6,0.29333333333333333,12 [9-16],14,6.07,7.2,
Iceland,71.89333333333333,163.1,100.0,8.74,85,14.0,9.233333333333333,77.1,37.83,,82.13,,0.88 [0.06-10.46],,,,,95.0,15.700000000000001,99.16000000000001,2.4 [2.1-2.8],98.2,0.21333333333333335,4 [2-6],0,8.42,4.85,
India,59.13999999999999,14.51,88.9,5.47,52,16.466666666666665,23.433333333333334,34.26,,,69.34666666666668,,0.51 [0.38-0.65],,62.79333333333333,9.67,,43.0,29.566666666666666,56.89666666666667,217 [137-315],,2.436666666666667,158 [131-189],668000000,,,
Indonesia,62.34,12.99,80.16,0.6033333333333334,53,3.4,26.53333333333333,,2.74,,70.62666666666667,,1.07 [0.69-1.55],,63.62333333333333,5.38,3.603333333333333,67.0,38.2,68.96666666666665,325 [297-355],,0.4066666666666667,192 [142-264],111000000,0.49,1.17,
Iran (Islamic Republic of),65.66000000000001,18.91,89.01,1.01,70,4.0,15.066666666666668,,11.53,,76.71333333333332,,0.02 [0.01-0.03],,,0.21,,95.0,15.066666666666668,86.27,16 [12-21],,1.2,17 [14-20],18692,3.34,2.02,
Iraq,60.82666666666666,16.5,86.56,0.3666666666666667,61,3.0666666666666664,21.7,40.38,,,70.33999999999999,,0.06 [0.04-0.08],,92.21999999999998,0.0,,95.0,22.866666666666664,89.37666666666667,43 [38-49],,0.5233333333333333,83 [58-116],2107072,,,
Ireland,70.66,163.7,96.99,12.543333333333335,79,11.5,10.466666666666667,80.83,31.5,,81.13333333333334,,0.01 [0-0.02],,,,,95.0,25.266666666666666,91.44333333333333,7.3 [6.2-8.4],99.7,0.2133333333333333,6 [4-8],5,6.08,11.16,
Israel,71.82,54.47,100.0,3.89,81,5.0,9.766666666666666,91.43,34.62,,81.89333333333333,,0.48 [0.32-0.69],,,,,95.0,26.200000000000003,100.0,4 [3.5-4.7],,0.16,3 [3-4],231,8.31,7.81,
Italy,71.52333333333333,57.15,99.38,7.6933333333333325,81,8.1,9.833333333333334,96.17666666666666,38.48,,82.15666666666667,,0.61 [0.39-0.93],,,,,95.0,23.8,98.74666666666667,6.6 [5.6-7.6],99.9,0.26666666666666666,2 [1-2],234,7.86,11.55,
Jamaica,66.62333333333333,14.51,84.4,4.213333333333334,62,2.1333333333333333,14.800000000000002,,4.15,,75.88666666666666,,0.16 [0.04-0.51],,66.22666666666667,,,85.0,12.0,87.06666666666666,4.5 [3.4-5.6],99.9,0.21,78 [68-92],343044,0.13,0.28,
Japan,73.59,,98.93,7.956666666666667,80,19.53333333333333,8.633333333333333,98.83,,,83.57666666666667,,1.95 [1.5-2.53],,,,4.36,95.0,23.400000000000002,99.91,16 [14-19],99.9,0.41333333333333333,5 [3-7],11,,,
Jordan,67.60000000000001,2.08,97.78,0.6866666666666666,76,2.9,19.400000000000002,81.83000000000001,28.08,,77.84666666666666,,1.01 [0.55-1.73],,,,,95.0,,97.23,5.7 [4.4-7.2],,0.6333333333333333,48 [34-66],70,7.35,13.03,
Kazakhstan,63.31,72.94,89.76,4.763333333333334,74,25.266666666666666,29.099999999999998,90.85,,,71.85333333333334,,0.21 [0.14-0.32],,98.97666666666667,0.0,2.4499999999999997,95.0,25.666666666666668,97.82333333333334,81 [52-115],99.4,2.5833333333333335,12 [10-13],25,2.9,8.14,
Kenya,56.080000000000005,8.65,48.18,2.7899999999999996,54,3.0999999999999996,13.333333333333334,,,,64.16666666666667,,0.86 [0.6-1.22],,26.113333333333333,72.17,5.546666666666667,9.0,12.700000000000001,30.706666666666667,380 [233-564],,1.8233333333333335,353 [268-473],13642040,,,
Kiribati,51.64666666666667,,69.08,0.53,39,14.566666666666668,28.7,,,,58.23333333333333,,3.65 [2.51-5.18],,,,,5.0,54.166666666666664,45.36,559 [428-707],,2.5933333333333333,97 [53-162],33294,,,
Kuwait,70.33666666666666,71.51,100.0,0.0028666666666666667,75,2.3,17.26666666666667,100.0,26.46,,81.47666666666667,,0.11 [0.01-1.97],,,,,95.0,22.633333333333336,100.0,22 [19-26],99.9,0.18666666666666668,11 [8-16],0,6.75,,
Kyrgyzstan,63.74,,81.39,7.666666666666667,68,8.1,26.566666666666666,,,,71.59666666666668,,0.5 [0.05-3.76],,89.83,0.0,4.586666666666667,76.0,28.400000000000002,95.87,136 [116-157],,0.69,66 [56-81],111901,,,
Lao People's Democratic Republic,59.31,10.5,71.11,10.106666666666667,49,8.5,27.133333333333336,55.26,,,67.11333333333333,,1.94 [1.34-2.73],,52.52,22.3,,5.0,40.9,73.17333333333333,182 [118-260],,0.9199999999999999,209 [161-277],2183066,,,
Latvia,65.66333333333334,48.36,97.88,13.13,67,22.400000000000002,22.8,83.14666666666666,31.66,,74.67333333333333,,0.51 [0.06-4.68],,,,,95.0,37.300000000000004,89.74666666666667,40 [34-46],99.9,0.8866666666666667,23 [18-30],14,7.1,7.88,
Lebanon,65.72666666666667,15.42,92.26,1.64,71,3.3000000000000003,17.833333333333332,21.15,21.03,,76.08999999999999,,0.21 [0.14-0.3],,,,,,42.6,95.36,12 [9.9-13],,0.30333333333333334,29 [22-38],6,8.46,11.62,
Lesotho,41.70666666666667,,59.79,4.91,47,20.900000000000002,26.833333333333332,,,,47.77333333333333,,1.64 [0.16-17.27],,2.8866666666666667,,,36.0,28.03333333333333,39.31666666666667,780 [484-1140],,3.1533333333333338,574 [420-799],523534,,,
Liberia,52.47666666666667,1.01,60.81,5.703333333333333,37,6.5,17.2,,0.38,,61.166666666666664,,7.75 [5.56-10.44],,1.18,347.0,,5.0,9.1,16.71666666666667,308 [199-440],,1.8066666666666666,691 [518-949],3812536,,,
Libya,64.36,,97.64,0.02866666666666667,62,4.166666666666667,19.7,26.33,18.94,,74.63,,0.27 [0.18-0.41],,,,,,,99.86,40 [26-57],,0.5066666666666667,70 [31-158],1640,7.77,4.86,
Lithuania,65.23333333333333,79.03,90.72,15.926666666666668,70,36.166666666666664,22.766666666666666,88.68666666666667,42.99,,74.31333333333333,,0.19 [0.11-0.3],,,,,95.0,28.46666666666667,90.67333333333333,55 [47-63],,0.7933333333333333,9 [6-13],42,9.02,,
Luxembourg,71.51,123.3,100.0,13.18,82,14.666666666666666,9.533333333333333,93.32,29.22,,82.28666666666668,,0.24 [0.02-4.06],,,,,95.0,22.866666666666664,97.95333333333333,6.1 [5.2-7],,0.10266666666666667,5 [3-8],0,8.93,7.01,
Madagascar,56.303333333333335,,34.78,1.89,24,3.966666666666667,23.166666666666668,,,,64.18666666666667,,4.36 [3.06-5.91],,53.43,97.32,,5.0,30.7,10.800000000000002,233 [151-333],,3.3333333333333335,363 [256-510],21298533,,,
Malawi,54.903333333333336,,63.31,3.6566666666666663,43,3.6333333333333333,16.46666666666667,,,,63.06,,3.03 [1.92-4.36],,11.803333333333333,217.0,,5.0,14.299999999999999,27.790000000000003,197 [106-316],,2.08,370 [269-517],11426323,,,
Malaysia,65.82666666666667,33.6,89.93,0.84,71,5.366666666666667,17.3,85.87,15.36,,75.03,,0.17 [0.11-0.27],,,0.2,,95.0,22.833333333333332,99.36666666666667,90 [77-103],99.4,0.48666666666666664,30 [25-35],174457,3.5,3.47,
Maldives,69.07333333333334,65.73,98.25,1.92,59,2.533333333333333,13.799999999999999,,28.86,,78.48,,0.19 [0.01-2.36],,95.94333333333333,,,95.0,,99.03333333333335,42 [32-53],,0.046000000000000006,54 [37-83],1892,1.36,4.38,
Mali,52.99333333333333,,64.59,1.2566666666666666,35,4.8,24.666666666666668,16.396666666666665,,,60.88666666666666,,4.88 [3.23-6.81],,53.81333333333333,391.8,3.186666666666667,5.0,12.133333333333333,37.803333333333335,57 [37-81],43.7,3.34,620 [472-833],18291866,,,
Malta,71.29,83.7,100.0,7.569999999999999,81,7.966666666666666,10.766666666666666,93.00333333333333,28.6,,81.62,,0.39 [0.05-3.14],,,,,95.0,26.433333333333334,99.97333333333331,8.5 [7.3-9.8],99.8,0.12,7 [4-11],1,4.75,12.87,
Mauritania,58.97666666666667,10.22,46.69,0.03333333333333333,36,4.266666666666667,18.0,,1.71,,67.42999999999999,,4.29 [2.92-5.96],,42.36,61.61,,43.0,,43.129999999999995,107 [69-152],69.3,1.9233333333333331,785 [560-1120],690268,,,
Mauritius,64.05666666666667,33.83,99.83,3.963333333333333,62,8.5,22.8,,20.25,,74.17666666666666,,0.61 [0.07-7.19],,,,,95.0,27.96666666666667,95.55333333333334,13 [9.7-16],99.8,0.11,73 [57-97],0,3.02,3.95,
